"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"112210",14900,40,"Black only","female","11th grade","Separated","No","west south central",25,"Private","Leisure and hospitality","Management, business, and financial occupations",10,"Good","0"
"31890",25000,21,"White only","female","Some college but no degree","Never married","No","east north central",40,"Private","Educational and health services","Service occupations",250,"Good","0"
"154386",20000,22,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","pacific",48,"Private","Manufacturing","Transportation and material moving occupations",5050,"Good","0"
"133589",100000,39,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Management, business, and financial occupations",5400,"Good","1"
"119342",100000,58,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","west south central",50,"Self-employed","Transportation and utilities","Transportation and material moving occupations",1100,"Good","1"
"109696",70000,45,"Black only","male","Some college but no degree","Married - civilian spouse present","No","west south central",40,"Private","Transportation and utilities","Transportation and material moving occupations",175,"Good","1"
"64525",175000,43,"Asian only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",45,"Private","Professional and business services","Professional and related occupations",600,"Good","1"
"92505",100000,63,"White only","male","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Private","Leisure and hospitality","Management, business, and financial occupations",1550,"Good","1"
"156296",100000,44,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","pacific",50,"Private","Manufacturing","Professional and related occupations",6675,"Good","1"
"102196",24000,35,"White only","female","Some college but no degree","Married - civilian spouse present","No","east south central",30,"Private","Educational and health services","Professional and related occupations",2600,"Good","0"
"150291",33000,61,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"54103",30000,64,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","west north central",40,"Private","Manufacturing","Sales and related occupations",0,"Good","0"
"126588",50000,45,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","Yes","west south central",45,"Self-employed","Wholesale and retail trade","Sales and related occupations",650,"Good","0"
"46062",66500,51,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",45,"Government","Educational and health services","Professional and related occupations",14800,"Good","1"
"104693",52000,30,"Black only","female","High school graduate - high school diploma or equivalent","Married - spouse absent (exc.separated)","No","east south central",40,"Government","Public administration","Management, business, and financial occupations",33,"Good","0"
"84107",50000,54,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","south atlantic",50,"Private","Professional and business services","Sales and related occupations",2000,"Good","0"
"178861",48000,47,"Hawaiian/Pacific Islander only (HP)","female","Bachelor's degree (for example: BA,AB,BS)","Married - spouse absent (exc.separated)","No","pacific",56,"Private","Professional and business services","Professional and related occupations",5500,"Good","0"
"99067",55000,65,"White only","male","Some college but no degree","Married - civilian spouse present","No","east south central",50,"Private","Transportation and utilities","Office and administrative support occupations",7700,"Good","0"
"162962",15600,24,"Asian only","female","Associate degree in college - academic program","Never married","No","pacific",25,"Private","Wholesale and retail trade","Sales and related occupations",3000,"Good","0"
"161033",46857,53,"White only","female","High school graduate - high school diploma or equivalent","Divorced","Yes","pacific",40,"Private","Educational and health services","Service occupations",60,"Good","0"
"47557",1300,37,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",3,"Private","Other services","Professional and related occupations",1050,"Good","0"
"55644",24000,58,"American Indian, Alaskan Native only (AI)","male","Associate degree in college - occupation/vocation program","Divorced","No","west north central",40,"Self-employed","Professional and business services","Service occupations",1480,"Good","0"
"176096",150000,46,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",40,"Private","Information","Management, business, and financial occupations",750,"Good","1"
"110026",27000,31,"Black only","female","High school graduate - high school diploma or equivalent","Never married","No","west south central",40,"Private","Wholesale and retail trade","Sales and related occupations",58,"Good","0"
"167415",85000,29,"White only","male","Some college but no degree","Married - civilian spouse present","Yes","pacific",40,"Private","Wholesale and retail trade","Sales and related occupations",530,"Good","1"
