"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"1959",72000,51,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","new england",45,"Self-employed","Professional and business services","Management, business, and financial occupations",700,"Good","1"
"1975",70000,62,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","new england",40,"Private","Financial activities","Office and administrative support occupations",674,"Good","1"
"1986",130000,56,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","new england",40,"Private","Wholesale and retail trade","Management, business, and financial occupations",5250,"Good","1"
"1989",4500,21,"White only","female","Some college but no degree","Never married","No","new england",24,"Private","Educational and health services","Professional and related occupations",250,"Good","0"
"2023",4502,19,"White only","female","Some college but no degree","Never married","No","new england",30,"Private","Other services","Service occupations",800,"Good","0"
"2036",203000,31,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","new england",40,"Private","Financial activities","Professional and related occupations",8400,"Good","1"
"2044",270000,58,"Asian only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","new england",40,"Private","Educational and health services","Professional and related occupations",2800,"Good","1"
"2072",160000,65,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","new england",40,"Private","Construction","Management, business, and financial occupations",8860,"Good","1"
"2075",60000,49,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","new england",32,"Private","Manufacturing","Sales and related occupations",425,"Good","0"
"2076",38600,25,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","new england",40,"Private","Manufacturing","Production occupations",225,"Good","0"
"2083",30000,44,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","new england",40,"Private","Educational and health services","Office and administrative support occupations",200,"Good","0"
"2084",84000,45,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","new england",40,"Private","Transportation and utilities","Office and administrative support occupations",2940,"Good","1"
"2092",42000,60,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Private","Wholesale and retail trade","Sales and related occupations",2645,"Good","0"
"2108",48000,37,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","new england",40,"Self-employed","Construction","Construction and extraction occupations",7440,"Good","0"
"2150",60000,30,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Private","Financial activities","Management, business, and financial occupations",1550,"Good","0"
"2153",205000,49,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","new england",45,"Private","Wholesale and retail trade","Management, business, and financial occupations",7100,"Good","1"
"2168",28000,20,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","new england",40,"Private","Educational and health services","Service occupations",625,"Good","0"
"2177",53000,21,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","new england",40,"Private","Construction","Construction and extraction occupations",1075,"Good","0"
"2197",18500,21,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","Yes","new england",65,"Private","Professional and business services","Management, business, and financial occupations",200,"Good","0"
"2209",49000,44,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",15,"Private","Other services","Management, business, and financial occupations",6200,"Good","0"
"2233",30000,60,"White only","male","Some college but no degree","Divorced","No","new england",50,"Private","Wholesale and retail trade","Sales and related occupations",5950,"Good","0"
"2238",105000,57,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","new england",40,"Private","Manufacturing","Management, business, and financial occupations",1700,"Good","1"
"2243",195000,47,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","new england",40,"Private","Wholesale and retail trade","Sales and related occupations",2300,"Good","1"
"2250",30000,57,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","new england",35,"Private","Educational and health services","Professional and related occupations",550,"Good","0"
